id,name,original_title,original_language,overview,genres,status,popularity,adult,vote_average,vote_count,release_date
1156,Helen,Helen,en,"On the outside, Helen has it all – a loving family and a successful career – but when her suppressed mental illness resurfaces, the world crumbles around her. Crippled by depression, Helen finds solace through her friendship with Mathilda, a kindred spirit struggling with bipolar disorder.","[{""id"":18,""name"":""Drama""}]",Released,7.878,,6.7,59,2009-11-26
1157,"The Prisoner of Zenda","The Prisoner of Zenda",en,"Anthony Hope's classic tale gets a decidedly 'un-classic' treatment at the hands of Peter Sellers. Following the story somewhat, friends of the new King Rudolph of Ruritania fear for his life, and switch him with a look-a-like London cabby. Throw in two(!) lovely blondes, treachery, and a battle for life and honour, and enjoy life at its zaniest.","[{""id"":28,""name"":""Action""},{""id"":12,""name"":""Adventure""},{""id"":35,""name"":""Comedy""}]",Released,4.253,,5.621,33,1979-08-17
1158,"The Mummy Returns","The Mummy Returns",en,"Rick and Evelyn O’Connell, along with their 8-year-old son Alex, discover the key to the legendary Scorpion King’s might: the fabled Bracelet of Anubis. Unfortunately, a newly resurrected Imhotep has designs on the bracelet as well, and isn’t above kidnapping its new bearer, Alex, to gain control of Anubis’s otherworldly army.","[{""id"":12,""name"":""Adventure""},{""id"":28,""name"":""Action""},{""id"":14,""name"":""Fantasy""}]",Released,53.072,,6.375,6993,2001-05-04
1159,"The Mummy: Tomb of the Dragon Emperor","The Mummy: Tomb of the Dragon Emperor",en,"Archaeologist Rick O'Connell travels to China, pitting him against an emperor from the 2,000-year-old Han dynasty who's returned from the dead to pursue a quest for world domination. This time, O'Connell enlists the help of his wife and son to quash the so-called 'Dragon Emperor' and his abuse of supernatural power.","[{""id"":12,""name"":""Adventure""},{""id"":28,""name"":""Action""},{""id"":14,""name"":""Fantasy""}]",Released,38.729,,5.492,4408,2008-07-01
1160,Shoppen,Shoppen,de,"An almost bombproof method of staying single is called ""speed dating"". 18 people participate in such an event. Nine men and nine women are sitting opposite each other in order to sell optimally under the pressure of time and to find a partner. They are looking for a date - and have nothing else in common. They talk about allergies, cappuccino, consumer behavior, buses and designer clothes: the list of serious embarrassments is long. Yet none of the lonely hearts has given up the hope of romance.","[{""id"":35,""name"":""Comedy""},{""id"":18,""name"":""Drama""}]",Released,2.671,,6.1,29,2007-05-02
1161,Next,Next,en,"Las Vegas showroom magician Cris Johnson has a secret which torments him: he can see a few minutes into the future. Sick of the examinations he underwent as a child and the interest of the government and medical establishment in his power, he lies low under an assumed name in Vegas, performing cheap tricks and living off small-time gambling ""winnings."" But when a terrorist group threatens to detonate a nuclear device in Los Angeles, government agent Callie Ferris must use all her wiles to capture Cris and convince him to help her stop the cataclysm.","[{""id"":28,""name"":""Action""},{""id"":878,""name"":""Science Fiction""},{""id"":53,""name"":""Thriller""}]",Released,22.788,,6.093,2927,2007-04-25
1162,"Weißer Holunder","Weißer Holunder",de,,"[{""id"":10749,""name"":""Romance""},{""id"":35,""name"":""Comedy""},{""id"":10402,""name"":""Music""}]",Released,0.852,,6,2,1957-08-29
1163,Naked,Nackt,de,"Nackt is the story of three couples, one of which just broke up, one that seems to be about to and one perfectly okay. They are all friends and from time to time they gather to talk about everything.One time they gather for dinner at the second couple's ""mansion"" - the husband became rich with his business. We see each couple as they prepare themselves for the party and learn a lot about their relationships.At the dinner they get to talking about recognizing each other's peer with closed eyes and decide to try it (thus the title ""Nackt""=naked in German).","[{""id"":35,""name"":""Comedy""},{""id"":18,""name"":""Drama""}]",Released,6.589,,5.4,37,2002-09-02
1164,"Michael Collins","Michael Collins",en,"Michael Collins plays a crucial role in the establishment of the Irish Free State in the 1920s, but becomes vilified by those hoping to create a completely independent Irish republic.","[{""id"":10752,""name"":""War""},{""id"":18,""name"":""Drama""},{""id"":53,""name"":""Thriller""},{""id"":36,""name"":""History""}]",Released,10.947,,6.886,464,1996-10-25
1165,"Captain America: The First Avenger","Captain America: The First Avenger",en,"During World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination.","[{""id"":28,""name"":""Action""},{""id"":12,""name"":""Adventure""},{""id"":878,""name"":""Science Fiction""}]",Released,49.558,,7,21333,2011-07-22
1166,"City of Hope","City of Hope",en,"This gritty inner-city film follows various people living in a troubled New Jersey setting, most notably Nick Rinaldi, a disillusioned contractor who has been helped along his whole life by his wealthy father. Other characters in this ensemble drama about urban conflict and corruption include Asteroid , an unstable homeless person, and Wynn, an idealistic young politician.","[{""id"":18,""name"":""Drama""}]",Released,5.511,,6.7,33,1991-10-11
1167,"American Madness","American Madness",en,"Socially-conscious banker Thomas Dickson faces a crisis when his protégé is wrongly accused of robbing the bank, gossip of the robbery starts a bank run, and evidence suggests Dickson's wife had an affair... all in the same day.","[{""id"":18,""name"":""Drama""},{""id"":80,""name"":""Crime""}]",Released,3.721,,7.1,39,1932-08-15
1168,"The Big One","The Big One",en,"The Big One is an investigative documentary from director Michael Moore who goes around the country asking why big American corporations produce their product abroad where labor is cheaper while so many Americans are unemployed, losing their jobs, and would happily be hired by such companies as Nike.","[{""id"":99,""name"":""Documentary""}]",Released,4.821,,6.665,79,1997-09-06
1169,"Canadian Bacon","Canadian Bacon",en,"The U.S. President, low in the opinion polls, gets talked into raising his popularity by trying to start a cold war with Canada.","[{""id"":35,""name"":""Comedy""}]",Released,8.37,,5.761,209,1995-06-08
1170,"Jesus Camp","Jesus Camp",en,"Jesus Camp is a Christian summer camp where children hone their ""prophetic gifts"" and are schooled in how to ""take back America for Christ"". The film is a first-ever look into an intense training ground that recruits born-again Christian children to become an active part of America's political future.","[{""id"":99,""name"":""Documentary""}]",Released,6.015,,7.007,348,2006-09-15
1171,"Fahrenheit 9/11","Fahrenheit 9/11",en,"Michael Moore's view on how the Bush administration allegedly used the tragic events on 9/11 to push forward its agenda for unjust wars in Afghanistan and Iraq.","[{""id"":99,""name"":""Documentary""}]",Released,10.032,,7.086,1386,2004-06-25
1172,"The Backyard","The Backyard",en,"Lightbulbs, fire, barbed wire, mousetraps, staple guns, thumbtacks and glass are weapons of choice in The Backyard. This undercover documentary takes you deep into the controversial arena of backyard wrestling where the limits are constantly being tested...and broken. The Backyard follows several backyard wrestlers in different countries as they pursue their dream to become professional wrestlers.","[{""id"":99,""name"":""Documentary""}]",Released,1.307,,7.2,9,2002-03-08
1173,"Roger & Me","Roger & Me",en,"A documentary about the closure of General Motors' plant at Flint, Michigan, which resulted in the loss of 30,000 jobs. Details the attempts of filmmaker Michael Moore to get an interview with GM CEO Roger Smith.","[{""id"":99,""name"":""Documentary""},{""id"":36,""name"":""History""},{""id"":35,""name"":""Comedy""}]",Released,9.741,,7.136,290,1989-09-01
1174,"An Inconvenient Truth","An Inconvenient Truth",en,"A documentary on Al Gore's campaign to make the issue of global warming a recognized problem worldwide.","[{""id"":99,""name"":""Documentary""}]",Released,9.561,,6.969,860,2006-05-24
1175,Afterwards,Afterwards,en,"Newly divorced lawyer Nathan Del Amico is shaken up after he meets a doctor who claims that he can sense when select people are about to die. Though he doesn't believe the doctor, events in Nathan's life slowly make him think he's not long for this world.","[{""id"":18,""name"":""Drama""},{""id"":9648,""name"":""Mystery""},{""id"":53,""name"":""Thriller""}]",Released,12.118,,5.5,128,2008-10-01
1176,"To End All Wars","To End All Wars",en,"Based on a real-life story, this drama focuses on a small group of Allied soldiers in Burma who are held captive by the Japanese. Capt. Ernest Gordon, Lt. Jim Reardon and Maj. Ian Campbell are among the military officers kept imprisoned and routinely beaten and deprived of food. While Campbell wants to rebel and attempt an escape, Gordon tries to take a more stoic approach, an attitude that proves to be surprisingly resonant.","[{""id"":18,""name"":""Drama""},{""id"":10752,""name"":""War""},{""id"":28,""name"":""Action""}]",Released,7.852,,6.387,159,2001-09-02
1177,"May Fools","Milou en Mai",fr,"An eccentric family is re-united during the 1968 general strike in France, after the death of the grandmother.","[{""id"":35,""name"":""Comedy""},{""id"":18,""name"":""Drama""}]",Released,5.762,,6.8,83,1990-01-24
1178,"Au Revoir les Enfants","Au revoir les enfants",fr,"Au revoir les enfants tells a heartbreaking story of friendship and devastating loss concerning two boys living in Nazi-occupied France. At a provincial Catholic boarding school, the precocious youths enjoy true camaraderie—until a secret is revealed. Based on events from writer-director Malle’s own childhood, the film is a subtle, precisely observed tale of courage, cowardice, and tragic awakening.","[{""id"":18,""name"":""Drama""},{""id"":10752,""name"":""War""}]",Released,13.68,,7.517,649,1987-10-07
1179,"Les Biches","Les Biches",fr,"A bored bisexual millionaire picks up a young destitute street artist and whisks her away to her villa in Saint Tropez. They meet a dashing local architect and both fall for him, setting in motion a ménage à trois of deception and betrayal.","[{""id"":18,""name"":""Drama""},{""id"":10749,""name"":""Romance""}]",Released,3.713,,6,63,1968-03-22
1180,Footloose,Footloose,en,"When teenager Ren and his family move from big-city Chicago to a small town in the West, he's in for a real case of culture shock after discovering he's living in a place where music and dancing are illegal.","[{""id"":18,""name"":""Drama""},{""id"":10749,""name"":""Romance""}]",Released,30.045,,6.671,2022,1984-02-17
1181,"The Gazebo","The Gazebo",en,"TV writer Elliott Nash buries a blackmailer under the new gazebo in his suburban backyard. But the nervous man can't let the body rest there.","[{""id"":35,""name"":""Comedy""},{""id"":80,""name"":""Crime""}]",Released,3.112,,6.9,30,1960-01-15
1182,"Heaven with a Gun","Heaven with a Gun",en,"Jim Killian arrives in a small Arizona town hoping to establish a peaceful life as the local preacher, but he soon finds himself in the middle of a feud between sheep ranchers and cattlemen. Leloopa, a young Native American woman, pleads for Killian's help after her shepherd father is hung by Coke Beck, the vicious son of the head cattle rancher. Killian must weigh his actions carefully lest he perpetuate the cycle of retribution and revenge.","[{""id"":37,""name"":""Western""}]",Released,5.557,,5.5,23,1969-05-20
1183,"The Piano Teacher","La Pianiste",fr,"Erika Kohut, a sexually repressed piano teacher living with her domineering mother, meets a young man who starts romantically pursuing her.","[{""id"":18,""name"":""Drama""},{""id"":10749,""name"":""Romance""}]",Released,28.423,,7.266,1094,2001-09-05
1184,"Stuck on You","Stuck on You",en,"In Martha's Vineyard, Mass., conjoined twins Walt and Bob Tenor make the best of their handicap by being the fastest grill cooks in town. While outgoing Walt hopes to one day become a famous actor, shy Bob prefers to stay out of the spotlight. When a fading Hollywood actress, Cher, decides to get her show ""Honey and the Beaze"" cancelled, she hires Walt -- and his brotherly appendage -- as her costars. But their addition surprisingly achieves the opposite.","[{""id"":35,""name"":""Comedy""}]",Released,14.935,,5.331,656,2003-12-10
1185,"Max Dugan Returns","Max Dugan Returns",en,"An English teacher and struggling single mother has her life disrupted when the father who abandoned her as a child comes back into her life.","[{""id"":35,""name"":""Comedy""},{""id"":18,""name"":""Drama""},{""id"":10751,""name"":""Family""}]",Released,4.112,,6.5,50,1983-03-25
1186,"La Ceremonie","La Cérémonie",fr,"Sophie, a quiet and shy maid working for an upper-class French family, finds a friend in the energetic and uncompromising postmaster Jeanne, who encourages her to stand up against her bourgeois employers.","[{""id"":18,""name"":""Drama""},{""id"":53,""name"":""Thriller""}]",Released,12.961,,7.272,331,1995-08-30
1187,Angel,Angel,en,"Molly Stewart, a teen at the top of her class who survives by working nights as a prostitute on Hollywood Blvd, finds her world beginning to fall apart when a depraved, necrophiliac serial killer begins targeting LA’s streetwalkers.","[{""id"":28,""name"":""Action""},{""id"":80,""name"":""Crime""},{""id"":27,""name"":""Horror""}]",Released,14.507,,5.934,98,1984-04-19
1188,Elephant,Elephant,en,"Several ordinary high school students go through their daily routine as two others prepare for something more malevolent.","[{""id"":80,""name"":""Crime""},{""id"":18,""name"":""Drama""}]",Released,14.658,,7.1,1878,2003-09-20
1189,"Velvet Goldmine","Velvet Goldmine",en,"Almost a decade has elapsed since glam-rock superstar Brian Slade escaped the spotlight of the London scene. Now, investigative journalist Arthur Stuart is on assignment to uncover the truth behind the enigmatic Slade. Stuart, himself forged by the music of the 1970s, explores the larger-than-life stars who were once his idols and what has become of them since the turn of the new decade.","[{""id"":18,""name"":""Drama""},{""id"":10402,""name"":""Music""}]",Released,14.537,,6.91,496,1998-08-28
1190,"The Rules of Attraction","The Rules of Attraction",en,"The incredibly spoiled and overprivileged students of Camden College are a backdrop for an unusual love triangle between a drug dealer, a virgin and a bisexual classmate.","[{""id"":18,""name"":""Drama""},{""id"":10749,""name"":""Romance""},{""id"":35,""name"":""Comedy""}]",Released,9.887,,6.146,540,2002-10-11
1191,"Viva Zapata!","Viva Zapata!",en,"The story of Mexican revolutionary Emiliano Zapata, who led a rebellion against the corrupt, oppressive dictatorship of president Porfirio Díaz in the early 20th century.","[{""id"":36,""name"":""History""},{""id"":18,""name"":""Drama""},{""id"":37,""name"":""Western""}]",Released,13.144,,6.893,211,1952-02-07
1192,Nowhere,Nowhere,en,"In Los Angeles, a colorful assortment of bohemians try to make sense of their intersecting lives. The moody Dark Smith, his bisexual girlfriend, her lesbian lover and their shy gay friend plan on attending the wildest party of the year. But they'll only make it if they can survive the drug trips, suicides, trysts, mutilations and alien abductions that occur as one surreal day unfolds.","[{""id"":35,""name"":""Comedy""},{""id"":18,""name"":""Drama""},{""id"":878,""name"":""Science Fiction""}]",Released,12.552,,6.8,163,1997-05-09
1193,Trick,Trick,en,"Gabriel is a young, aspiring musical composer whose life seems stuck in the First Act. When his new musical number gets a critical reception, a theatre colleague, Perry, tells Gabriel that he needs to get a life before he can write about one – so he heads straight for his local gay bar.","[{""id"":35,""name"":""Comedy""},{""id"":10749,""name"":""Romance""}]",Released,8.615,,7.005,95,1999-07-23
1194,"The Devil's Advocate","The Devil's Advocate",en,"Aspiring Florida defense lawyer Kevin Lomax accepts a job at a New York law firm. With the stakes getting higher every case, Kevin quickly learns that his boss has something far more evil planned.","[{""id"":18,""name"":""Drama""},{""id"":9648,""name"":""Mystery""},{""id"":53,""name"":""Thriller""},{""id"":27,""name"":""Horror""}]",Released,44.475,,7.465,5949,1997-10-17
1195,"Schröders wunderbare Welt","Schröders wunderbare Welt",de,,"[{""id"":35,""name"":""Comedy""}]",Released,0.898,,3.5,2,2006-11-17
1196,"The Big Sleep","The Big Sleep",en,"Private eye Philip Marlowe investigates a case of blackmail involving the two wild daughters of a rich general, a pornographer and a gangster.","[{""id"":80,""name"":""Crime""},{""id"":9648,""name"":""Mystery""}]",Released,7.431,,5.9,84,1978-03-13
1197,"A Chorus Line","A Chorus Line",en,"A group of dancers congregate on the stage of a Broadway theatre to audition for a new musical production directed by Zach. After the initial eliminations, seventeen hopefuls remain, among them Cassie, who once had a tempestuous romantic relationship with Zach. She is desperate enough for work to humble herself and audition for him; whether he's willing to let professionalism overcome his personal feelings about their past remains to be seen.","[{""id"":18,""name"":""Drama""},{""id"":10402,""name"":""Music""}]",Released,11.387,,6.25,178,1985-12-10
1198,"Phone Booth","Phone Booth",en,"A slick New York publicist who picks up a ringing receiver in a phone booth is told that if he hangs up, he'll be killed... and the little red light from a laser rifle sight is proof that the caller isn't kidding.","[{""id"":53,""name"":""Thriller""},{""id"":80,""name"":""Crime""}]",Released,16.728,,6.852,3703,2003-04-04
1199,"Shoot the Piano Player","Tirez sur le pianiste",fr,"Charlie is a former classical pianist who has changed his name and now plays jazz in a grimy Paris bar. When Charlie's brothers, Richard and Chico, surface and ask for Charlie's help while on the run from gangsters they have scammed, he aids their escape. Soon Charlie and Lena, a waitress at the same bar, face trouble when the gangsters arrive, looking for his brothers.","[{""id"":18,""name"":""Drama""},{""id"":53,""name"":""Thriller""},{""id"":80,""name"":""Crime""}]",Released,10.766,,7.21,405,1960-11-25
1200,"You, Me and Dupree","You, Me and Dupree",en,"After standing in as best man for his longtime friend Carl Petersen, Randy Dupree loses his job, becomes a barfly and attaches himself to the newlywed couple almost permanently -- as their houseguest. But the longer Dupree camps out on their couch, the closer he gets to Carl's bride, Molly, leaving the frustrated groom wondering when his pal will be moving out.","[{""id"":35,""name"":""Comedy""},{""id"":10749,""name"":""Romance""}]",Released,13.045,,5.604,1327,2006-07-13
1201,"50 First Dates","50 First Dates",en,"Henry is a player skilled at seducing women. But when this veterinarian meets Lucy, a girl with a quirky problem when it comes to total recall, he realizes it's possible to fall in love all over again…and again, and again. That's because the delightful Lucy has no short-term memory, so Henry must woo her day after day until he finally sweeps her off her feet.","[{""id"":35,""name"":""Comedy""},{""id"":10749,""name"":""Romance""}]",Released,40.67,,6.865,7130,2004-02-13
1202,"Over the Top","Over the Top",en,"Sylvester Stallone stars as hard-luck big-rig trucker Lincoln Hawk and takes us under the glaring Las Vegas lights for all the boisterous action of the World Armwrestling Championship.  Relying on wits and willpower, Hawk tries to rebuild his life by capturing the first-place prize money, and the love of the son he abandoned years earlier into the keeping of his rich, ruthless father-in-law.","[{""id"":28,""name"":""Action""},{""id"":18,""name"":""Drama""}]",Released,26.482,,6.41,1662,1987-02-13
1203,"Russian Dolls","Les Poupées russes",fr,"Five years after their summer together in Barcelona, Xavier, William, Wendy, Martine and Isabelle reunite.","[{""id"":35,""name"":""Comedy""},{""id"":18,""name"":""Drama""},{""id"":10749,""name"":""Romance""}]",Released,8.617,,6.66,674,2005-06-15
1204,"The Story of Adele H.","L'Histoire d'Adèle H.",fr,"Adèle Hugo, daughter of renowned French writer Victor Hugo, falls in love with British soldier Albert Pinson while living in exile off the coast of England. Though he spurns her affections, she follows him to Nova Scotia and takes on the alias of Adèle Lewly. Albert continues to reject her, but she remains obsessive in her quest to win him over.","[{""id"":18,""name"":""Drama""},{""id"":36,""name"":""History""},{""id"":10749,""name"":""Romance""}]",Released,10.466,,6.851,201,1975-10-08
1205,"Lord of War","Lord of War",en,"Yuri Orlov is a globetrotting arms dealer and, through some of the deadliest war zones, he struggles to stay one step ahead of a relentless Interpol agent, his business rivals and even some of his customers who include many of the world's most notorious dictators. Finally, he must also face his own conscience.","[{""id"":80,""name"":""Crime""},{""id"":18,""name"":""Drama""},{""id"":53,""name"":""Thriller""}]",Released,35.459,,7.324,4739,2005-09-16
1206,"The Next Best Thing","The Next Best Thing",en,"A comedy-drama about best friends - one a straight woman, Abbie, the other a gay man, Robert - who decide to have a child together. Five years later, Abbie falls in love with a straight man and wants to move away with her and Robert's little boy Sam, and a nasty custody battle ensues.","[{""id"":35,""name"":""Comedy""},{""id"":18,""name"":""Drama""},{""id"":10749,""name"":""Romance""}]",Released,10.875,,5.299,187,2000-03-03
1207,Dogma,Dogma,en,"An abortion clinic worker with a special heritage is called upon to save the existence of humanity from being negated by two renegade angels trying to exploit a loophole and reenter Heaven.","[{""id"":14,""name"":""Fantasy""},{""id"":35,""name"":""Comedy""},{""id"":12,""name"":""Adventure""}]",Released,14.762,,6.917,2486,1999-11-12
1208,Rent,Rent,en,"This rock opera tells the story of one year in the life of a group of bohemians struggling in late 1980s East Village, New York, USA. The film centers around Mark and Roger, two roommates. While a  tragedy has made Roger numb to new experiences, Mark begins capturing their world through his attempts to make a personal movie. In the year that follows, they and their friends deal with love, loss, and working together.","[{""id"":18,""name"":""Drama""},{""id"":10749,""name"":""Romance""}]",Released,11.644,,6.845,546,2005-11-17
1209,"Murder, My Sweet","Murder, My Sweet",en,"After being hired to find an ex-con's former girlfriend, Philip Marlowe is drawn into a deeply complex web of mystery and deceit.","[{""id"":9648,""name"":""Mystery""},{""id"":18,""name"":""Drama""}]",Released,8.659,,7.2,224,1944-12-14
1210,"Farewell, My Lovely","Farewell, My Lovely",en,"Private eye Philip Marlowe is hired by ex-con Moose Malloy to find his girlfriend, a former lounge dancer. While also investigating the murder of a client and the theft of a jade necklace, Marlowe becomes entangled with seductress Helen Grayle and discovers a web of dark secrets that are better left hidden.","[{""id"":80,""name"":""Crime""},{""id"":9648,""name"":""Mystery""},{""id"":53,""name"":""Thriller""}]",Released,10.165,,6.591,148,1975-08-08
1211,"In My Skin","Dans ma peau",fr,"Esther's life is panning out nicely. She will soon move in with her boyfriend Vincent and she seems set to get a permanent position at the public relations company where she freelances. All would be fine if Esther didn't accidentally discover a piercing curiosity about her own body.","[{""id"":18,""name"":""Drama""},{""id"":27,""name"":""Horror""}]",Released,7.977,,6.1,119,2002-12-04
1212,"The Secret","Le Secret",fr,"Marie, who works as a successful door-to-door encyclopedia salesperson, has been married to her husband Francois for 12 years and has a two-year-old son. Though she is relatively content with her life, she feels something is wanting. Enter 50-year old African-American Bill. Initially she is annoyed by his insouciance, but she finds that she is irresistibly attracted to him. Soon the two are in the midst of sordid illicit affair. She knows little about her new lover, and he seems uninterested in learning about her, but the long sessions of lovemaking are something else entirely. Feeling out of control, Marie is increasingly repelled by her own actions. Psychologically, she struggles to reconcile her torrid encounters with Bill and mundane domestic chores such as bathing her son. Moreover, she finds herself incapable of hiding her adulterous behavior, rather she comes home with scratches and hickeys all over her body, to the devastation Francois.","[{""id"":10749,""name"":""Romance""},{""id"":18,""name"":""Drama""}]",Released,9.583,,7.2,110,2000-11-01
1213,"We Shall Overcome",Drømmen,da,"A drama about a boy who's inspired by Dr. Martin Luther King Jr. and challenges repressive school authority in 1969 Denmark.","[{""id"":18,""name"":""Drama""}]",Released,2.747,,7.2,36,2006-03-24
1214,Alias,Alias,fr,"On her birthday, Juliette is too upset to worry about the strange cleaner who imitates her every move and lusts after her clothing.","[{""id"":18,""name"":""Drama""}]",Released,2.409,,6.6,7,1999-01-01
1215,"The Brasher Doubloon","The Brasher Doubloon",en,"Mrs. Elizabeth Bright Murdock hires Marlowe to find an old rare coin, the Brasher Doubloon, that belonged in her deceased husband's collection. Marlowe begins investigating, but quickly finds himself entangled in a series of unexplained murders.","[{""id"":9648,""name"":""Mystery""},{""id"":80,""name"":""Crime""}]",Released,2.947,,5.9,32,1947-02-06
1216,"Lady in the Lake","Lady in the Lake",en,"Private eye Phillip Marlowe wants to get out of the detective racket and into crime writing. But when he's called to the office of editor Adrienne Fromsett, it's not to talk about his story ideas — she wants him to locate the missing wife of her boss, Mr. Kingsby. The assignment quickly becomes complicated when bodies start turning up.","[{""id"":9648,""name"":""Mystery""},{""id"":53,""name"":""Thriller""},{""id"":80,""name"":""Crime""}]",Released,8.269,,6,95,1946-12-19
1217,"The Legend of Boggy Creek","The Legend of Boggy Creek",en,"A documentary-style drama based on true accounts of the Fouke Monster in Arkansas.","[{""id"":12,""name"":""Adventure""},{""id"":9648,""name"":""Mystery""},{""id"":27,""name"":""Horror""},{""id"":53,""name"":""Thriller""}]",Released,5.763,,4.978,67,1972-08-01
1218,Dig!,Dig!,en,"A documentary on the once promising American rock bands The Brian Jonestown Massacre and The Dandy Warhols. The friendship between respective founders, Anton Newcombe and Courtney Taylor, escalated into bitter rivalry as the Dandy Warhols garnered major international success while the Brian Jonestown Massacre imploded in a haze of drugs.","[{""id"":99,""name"":""Documentary""},{""id"":10402,""name"":""Music""}]",Released,4.884,,6.8,59,2004-05-14
1219,Entrapment,Entrapment,en,"Two thieves, who travel in elegant circles, try to outsmart each other and, in the process, end up falling in love.","[{""id"":10749,""name"":""Romance""},{""id"":18,""name"":""Drama""},{""id"":9648,""name"":""Mystery""}]",Released,22.358,,6.219,1986,1999-04-29
1220,"2 Days in Paris","2 Days in Paris",en,"Marion and Jack try to rekindle their relationship with a visit to Paris, home of Marion's parents — and several of her ex-boyfriends.","[{""id"":35,""name"":""Comedy""},{""id"":10749,""name"":""Romance""}]",Released,9.73,,6.229,375,2007-02-09
1221,Marlowe,Marlowe,en,"Mysterious Orfamay Quest hires Los Angeles private investigator Philip Marlowe to find her missing brother. Though the job seems simple enough, it leads Marlowe into the underbelly of the city, turning up leads who are murdered with ice picks, exotic dancers, blackmailed television stars and self-preserving gangsters. Soon, Marlowe's life is on the line right along with his case.","[{""id"":80,""name"":""Crime""},{""id"":9648,""name"":""Mystery""},{""id"":18,""name"":""Drama""}]",Released,6.125,,5.9,73,1969-09-19
1222,"The Long Goodbye","The Long Goodbye",en,"In 1970s Hollywood, Detective Philip Marlowe tries to help a friend who is accused of murdering his wife.","[{""id"":9648,""name"":""Mystery""},{""id"":80,""name"":""Crime""},{""id"":53,""name"":""Thriller""}]",Released,12.976,,7.4,622,1973-03-08
1223,"Poodle Springs","Poodle Springs",en,"Private eye Philip Marlowe and his bride move to a desert town, where he uncovers a land scheme.","[{""id"":10770,""name"":""TV Movie""},{""id"":80,""name"":""Crime""},{""id"":9648,""name"":""Mystery""}]",Released,1.772,,5.4,19,1998-07-25
1224,"Nine Hours to Rama","Nine Hours to Rama",en,"José Ferrer and Horst Buchholz star in this fictionalised account of events leading up to the assassination of Indian spiritual leader and independence campaigner Mahatma Gandhi.","[{""id"":36,""name"":""History""},{""id"":18,""name"":""Drama""}]",Released,1.823,,6.1,7,1963-04-30
1225,"Man on the Moon","Man on the Moon",en,"The story of the life and career of eccentric avant-garde comedian, Andy Kaufman.","[{""id"":35,""name"":""Comedy""},{""id"":18,""name"":""Drama""}]",Released,14.041,,7.25,1759,1999-12-22
1226,"The Amazing Captain Nemo","The Amazing Captain Nemo",en,"Captain Nemo (José Ferrer) is found in suspended animation under the sea and revived by modern-day Navy men in order to battle a fiendish mad scientist (Burgess Meredith).","[{""id"":878,""name"":""Science Fiction""},{""id"":14,""name"":""Fantasy""},{""id"":12,""name"":""Adventure""},{""id"":10770,""name"":""TV Movie""}]",Released,4.415,,5.2,14,1978-05-12
1227,"World Trade Center","World Trade Center",en,"Two police officers struggle to survive when they become trapped beneath the rubble of the World Trade Center on September 11, 2001.","[{""id"":18,""name"":""Drama""},{""id"":36,""name"":""History""},{""id"":53,""name"":""Thriller""}]",Released,13.224,,6.149,1634,2006-08-09
1228,"In the Realms of the Unreal","In the Realms of the Unreal",en,"In the Realms of the Unreal is a documentary about the reclusive Chicago-based artist Henry Darger. Henry Darger was so reclusive that when he died his neighbors were surprised to find a 15,145-page manuscript along with hundreds of paintings depicting The Story of the Vivian Girls, in What is Known as the Realms of the Unreal, of the Glodeco-Angelinnian War Storm, Cased by the Child Slave Rebellion.","[{""id"":99,""name"":""Documentary""}]",Released,3.518,,7.1,38,2004-01-15
1229,"...But Johnny!","...aber Jonny!",de,"The charm of the beautiful Jonny is of a frightening effectiveness on the women. He uses it to create his company which offers his talents to lonely ladies. His business is going great and he is getting rich. But will Jonny be able to provide quality services for a long time?","[{""id"":35,""name"":""Comedy""}]",Released,2.147,,5.2,4,1973-05-01
1230,Cervantes,Cervantes,es,"This epic Spanish biopic chronicles the life of Cervantes, Spain's great novelist, playwright and poet, during the 16th-century, when as a young man he goes to Italy to become a soldier for the Pope. Later he helps the Pope's emissary wage war against the Spanish Moors. His exploits win him great favor. He falls in love with a famous Italian courtesan and she with him. Unfortunately, the Pope splits them apart with his newest decree which demands that all prostitutes leave the city. Upset, Cervantes goes to fight in the famed sea battle of Lepanto and comes back a hero. Later he is captured by Barbary pirates and ransomed by Trinitarian friars.","[{""id"":12,""name"":""Adventure""}]",Released,4.236,,7.6,6,1967-11-02
1231,"The Transformers: The Movie","The Transformers: The Movie",en,"The Autobots must stop a colossal planet-consuming robot who goes after the Autobot Matrix of Leadership. At the same time, they must defend themselves against an all-out attack from the Decepticons.","[{""id"":16,""name"":""Animation""},{""id"":878,""name"":""Science Fiction""},{""id"":28,""name"":""Action""},{""id"":12,""name"":""Adventure""},{""id"":10751,""name"":""Family""}]",Released,23.855,,7.127,508,1986-08-08
1232,Transformers,Transformers,en,"Young teenager Sam Witwicky becomes involved in the ancient struggle between two extraterrestrial factions of transforming robots – the heroic Autobots and the evil Decepticons. Sam holds the clue to unimaginable power and the Decepticons will stop at nothing to retrieve it.","[{""id"":12,""name"":""Adventure""},{""id"":878,""name"":""Science Fiction""},{""id"":28,""name"":""Action""}]",Released,27.417,,6.808,11200,2007-06-27
